NOM_SITE,Annee,Mois,Temperature,Salinite,Oxygene,pH,NH4,NO3,NO2,PO4,SiO4,COP,MES,CHLA,DN15,DC13,CN
Astan,2011,7,14.985,35.3475,5.855,8.06,0.765,1.5,0.22,0.135,1.65,132.67,2.25,1.525,6.45,-22.95,5.775
Astan,2011,8,15.5,35.4005,5.715,8.055,0.745,1.82,0.095,0.065,2.285,127.39,5.05,1,6.27,-22.005,6.43
Astan,2011,9,14.96,35.481,5.565,8.025,0.695,3.89,0.27,0.215,2.655,113.075,0.9,0.9,8.365,-22.32,5.745
Astan,2011,10,14.845,35.4755,5.425,8,0.36,5.52,0.535,0.31,3.085,111.48,2.7,0.605,8.26,-22.415,5.975
Astan,2011,11,14.055,35.424,5.54,7.98,0.185,6.635,0.715,0.465,3.51,129.66,1.9,0.575,6.76,-22.015,6.985
Astan,2011,12,12.89,35.4855,5.83,8.035,0.14,5.68,0.22,0.375,3.01,127.275,3.15,0.315,8.42,-23.57,6.95
Astan,2012,1,11.77,35.4685,6.09,8.045,0.11,6.25,0.16,0.325,2.75,118.54,1.3,0.355,7.46,-22.27,6.3
Astan,2012,2,10.52,35.4705,6.255,8.045,0.06,6.3,0.17,0.335,2.55,80.12,0.55,0.425,8.205,-23.07,5.245
Astan,2012,3,10.3,35.3855,6.44,8.05,0.14,5.75,0.215,0.35,2.25,84.525,1,0.67,7.015,-23.63,6.595
Astan,2012,4,11.2,35.367,6.63,8.08,0.35,2,0.13,0.22,0.7,116.14,0.45,1.73,7.28,-22.44,5.14
Astan,2012,5,12.16,35.234,6.27,8.075,0.915,1.95,0.2,0.255,1.2,64.695,0.35,1.165,7.89,-24.41,5.935
Astan,2012,6,13.77,35.275,6.085,8.055,0.39,1.95,0.19,0.23,1.8,111.8,NA,1.02,7.95,-23.625,5.475
Astan,2012,7,14.85,35.321,5.95,8.075,0.39,0.9,0.125,0.175,1.35,107.67,1.3,1.45,7.19,-24.96,6.72
Astan,2012,8,15.835,35.3345,5.73,8.015,0.675,1.55,0.145,0.2,1.9,117.975,3.45,0.865,7.09,-23.855,6.08
Astan,2012,9,15.865,35.343,5.43,8.025,0.575,2.9,0.4,0.28,2.45,119.995,1,0.695,5.9,-25.01,6.59
Astan,2012,10,14.96,35.347,5.435,7.955,0.15,4.9,0.58,0.365,2.8,124.57,2.9,0.395,6.915,-23.945,7
Astan,2012,11,13.1,35.3645,5.595,7.96,0.095,6.1,0.465,0.42,3.1,108.775,1.4,0.335,6.885,-23.44,6.495
Astan,2012,12,11.625,35.316,5.95,7.99,0.09,7.91,0.225,0.41,3.4,154.72,1.3,0.33,4.37,-22.94,7.06
Astan,2013,1,10.88,35.271,6.055,7.955,0.075,8.215,0.16,0.385,3.41,89.11,0.95,0.37,7.99,-23.295,6.47
Astan,2013,2,10.295,35.128,6.175,7.92,0.165,10.1,0.16,0.41,4.445,87.265,0.75,0.525,6.535,-24.235,6.79
Astan,2013,3,9.35,35.1175,6.205,7.935,0.17,9.995,0.175,0.345,4.09,87.645,0.25,0.705,7.27,-24.01,5.95
Astan,2013,4,9.575,34.919,6.195,7.945,0.38,8.325,0.185,0.18,2.35,62.855,1.3,0.66,8.52,-24.175,6.64
Astan,2013,5,10.91,34.873,6.35,7.945,0.34,6.555,0.22,0.145,2.35,77.205,0.45,1.05,6.335,-22.86,5.735
Astan,2013,6,12.41,34.9945,6.305,7.99,0.265,3.97,0.2,0.095,1.965,90.965,0.35,1.5,6.7,-23.29,5.46
Astan,2013,7,14.38,35.225,6.15,7.98,0.47,2.47,0.21,0.11,1.65,87.73,0.2,1.37,7.31,-23.15,5.35
Astan,2013,8,16.05,35.4265,5.53,7.95,0.58,2.83,0.48,0.22,2.52,90.67,0.1,0.92,8.63,-23.55,4.69
Astan,2013,9,15.81,35.439,5.445,7.965,0.255,3.53,0.765,0.25,2.575,84.685,0.5,0.925,8.03,-24.13,6.345
Astan,2013,10,14.55,35.4395,5.52,7.955,0.35,6.76,0.56,0.46,3.26,107.71,0.7,0.6,6.38,-22.78,6.66
Astan,2013,11,13.5,35.38,5.705,7.92,0.19,6.105,0.645,0.35,3.02,64.39,0.8,0.3,6.895,-22.95,6.61
Astan,2013,12,12.335,35.3885,5.96,7.945,0.15,5.51,0.12,0.36,2.66,141.32,1.55,0.365,6.82,-22.83,6.5
Astan,2014,1,11.07,35.1835,6.075,7.915,0.14,8.75,0.125,0.44,3.7,172.85,3,0.335,5.81,-22.86,7.865
Astan,2014,2,10.2,34.8955,6.245,7.92,0.365,10,0.14,0.455,4.55,155.2,4.2,0.435,5.12,-21.725,7.61
Astan,2014,3,10.415,34.9225,6.275,7.92,0.145,10.65,0.15,0.44,4.9,130.55,3.15,0.655,5.535,-23.405,8.025
Astan,2014,4,11.255,34.927,6.24,7.95,0.195,9.1,0.265,0.415,3.35,95.95,1.35,0.585,5.12,-22.3,7.18
Astan,2014,5,12.625,34.886,6.175,7.995,0.29,5.95,0.25,0.25,2,91.45,0.9,0.93,6.875,-55.16,8.735
Astan,2014,6,13.94,35.042,6.32,8.015,0.435,2.3,0.14,0.115,1.05,122.45,1.4,1.785,5.735,-23.62,7.015
Astan,2014,7,15.35,35.2735,6.05,8.01,0.835,1,0.125,0.155,1.7,99.85,0.35,1.345,3.185,-29.855,7.75
Astan,2014,8,15.625,35.344,5.605,7.97,0.84,2.6,0.505,0.25,2.5,79.95,1.95,0.895,8.665,-24.81,6.675
Astan,2014,9,15.8,35.3775,5.47,7.95,0.215,4.1,0.725,0.315,2.6,80.8,1,0.57,6.3,-22.9,6.685
Astan,2014,10,15.28,35.376,5.41,7.955,0.125,5.2,0.7,0.39,2.9,112.1,1.4,0.62,6.436,-21.705,6.7
Astan,2014,11,14.45,35.34,5.51,7.94,0.09,6.2,0.36,0.38,3.1,14.6,2,0.51,8.847,-24.427,5.9
Astan,2014,12,13.415,35.135,5.68,7.935,0.09,6.75,0.2,0.36,3.75,191.5,1,0.37,7.1525,-23.674,6.7
Astan,2015,1,11.9,35.104,6.075,7.95,0.095,6.44,0.105,0.335,3.51,118.03,2.15,0.475,6.29,-22.115,7.06
Astan,2015,2,10.165,35.118,6.295,7.92,0.12,7.315,0.155,0.345,3.43,108.685,2.25,0.615,5.43,-22.555,6.975
Astan,2015,3,10.1,35.167,6.405,7.985,0.12,7.405,0.23,0.365,2.585,140.125,2.5,1.145,7.035,-22.925,5.195
Astan,2015,4,11.225,35.2555,6.59,7.985,0.235,5.235,0.2,0.28,0.605,114.135,0.85,1.415,6.605,-22.52,4.64
Astan,2015,5,12.71,35.245,6.145,7.99,1.085,2.195,0.145,0.185,0.865,106.265,0.9,1.225,6.12,-22.805,4.855
Astan,2015,6,13.775,35.27,6.105,8,0.455,1.885,0.13,0.165,1.395,97.46,0.6,0.915,7.795,-23.085,4.175
Astan,2015,7,15.04,35.308,6.125,8.015,0.445,0.625,0.1,0.14,1.08,110.58,0.35,1.25,7.08,-23.9,4.87
Astan,2015,8,15.7,35.3025,5.76,NA,0.8,1.81,0.25,0.235,2.1,90.21,3.05,0.485,8.47,-25.97,5.22
Astan,2015,9,15.215,35.269,5.58,7.96,0.25,3.6,0.665,0.31,2.28,81.04,0.4,0.885,6.845,-23.49,5.01
Astan,2015,10,14.45,35.321,5.555,7.94,0.23,4.75,0.64,0.37,2.8,68.29,0.7,0.54,7.35,-23.625,5.075
Astan,2015,11,14.21,35.34,5.61,7.89,0.11,5.6,0.555,0.38,2.9,91.975,0.7,0.445,6.535,-22.29,5.24
Astan,2015,12,13.425,35.3675,5.835,7.92,0.035,5.35,0.135,0.36,2.8,71.7,1.5,0.355,7.31,-22.625,4.96
Astan,2016,1,11.925,35.2725,6,7.89,0.11,7.15,0.17,0.42,3.45,112.245,1.75,0.385,7.835,-22.615,4.49
Astan,2016,2,11.125,35.1035,6.165,7.825,0.11,7.65,0.15,0.4,3.6,167.54,3.2,0.605,6.99,-22.8,5.21
Astan,2016,3,10.4,35.0955,6.32,7.855,0.15,7.3,0.165,0.385,3.1,132.35,6.05,0.635,7.82,-22.28,6.445
Astan,2016,4,10.8,35.143,6.37,7.89,0.19,6.6,0.2,0.34,1.4,97.45,1.1,0.94,6.72,-22.43,5.95
Astan,2016,5,12.425,35.1735,6.325,7.98,0.315,2.565,0.155,0.175,1.04,71.745,0.4,1.225,6.96,-23.9,6.07
Astan,2016,6,14.075,35.164,6.12,8,0.93,1.065,0.12,0.165,1.365,107.365,0.25,0.735,7.155,-23.255,5.725
Astan,2016,7,15.225,35.208,5.995,8.005,0.57,1.07,0.135,0.165,1.1,126.915,1.45,1.125,8.21,-23.005,6.115
Astan,2016,8,15.655,35.277,5.6,7.98,0.2,2.155,0.56,0.215,1.78,94.95,0.1,0.88,7.56,-25.15,6.36
Astan,2016,9,15.69,35.34,5.565,7.95,0.27,3.98,0.725,0.325,2.58,100.67,0.95,0.605,7.615,-23.04,6.64
Astan,2016,10,14.65,35.375,5.525,7.93,0.215,4.895,0.56,0.35,2.58,99.145,0.8,0.6,7.3,-23.03,6.13
Astan,2016,11,13.425,NA,5.665,7.955,0.145,5.705,0.585,0.385,2.815,87.795,0.95,0.52,8.14,-23.425,6.945
Astan,2016,12,12.135,NA,5.9,7.91,0.12,6.27,0.37,0.41,2.97,73.925,0.9,0.435,NA,NA,NA
Bizeux,2011,12,11.248,35.211,NA,7.72,4.793,NA,NA,NA,NA,NA,18.3,0.59,NA,NA,NA
Bizeux,2012,1,9.197,34.983,NA,7.9,0.244,NA,NA,NA,NA,NA,6.3,0.39,NA,NA,NA
Bizeux,2012,2,8.228,35.052,9.17,7.96,0.055,NA,NA,NA,NA,NA,0.8,0.87,NA,NA,NA
Bizeux,2012,3,9.4065,35.123,8.93,7.89,0.115,NA,NA,NA,NA,NA,2.9,2.92,NA,NA,NA
Bizeux,2012,4,10.6905,35.136,6.335,8.15,0.2695,0.64,0.09,0.13,1.61,438.388,2.3,1.01,NA,NA,NA
Bizeux,2012,5,12.432,34.911,6.18,7.935,0.245,0.77,0.07,0.105,2.435,222.277,0.5,0.865,6.7815,-23.439,6.9905
Bizeux,2012,6,15.165,35.0825,5.795,7.955,0.2225,0.255,0.06,0.125,2.985,136.3665,7.1,0.615,4.729,-23.121,6.073
Bizeux,2012,7,17.108,35.115,5.77,7.975,0.243,0.185,0.055,0.19,4.965,185.239,1,0.62,6.5185,-23.057,6.062
Bizeux,2012,8,18.913,35.194,5.55,8.09,0.055,0,0.02,0.18,3.85,102.437,1.1,0.58,7.787,-23.107,6.045
Bizeux,2012,9,17.975,35.2475,5.495,8.1,0.0865,0.145,0.035,0.24,3.05,150.419,0.8375,1.59,6.304,-22.253,6.1015
Bizeux,2012,10,15.9515,35.113,5.43,8,1.125,1.59,0.14,0.365,3.875,155.0735,1.772,1.435,6.4805,-21.692,6.318
Bizeux,2012,11,12.444,35.107,5.94,8.035,0.9325,6.345,0.385,0.525,6.695,117.0035,1.54,0.92,6.0895,-22.9105,6.463
Bizeux,2012,12,9.991,34.669,6.265,8.005,1.2515,11.8,0.48,0.655,8.32,190.2195,4.375,0.605,6.266,-22.0865,6.9365
Bizeux,2013,1,8.957,34.452,6.45,7.99,1.185,19.83,0.42,0.66,10.32,174.467,3.29,0.51,6.791,-22.193,7.471
Bizeux,2013,2,8.081,34.109,6.58,8,1.221,24.59,0.37,0.73,10.88,199.142,6.111,0.72,7.243,-22.279,7.26
Bizeux,2013,3,6.584,33.924,6.825,8.01,0.8335,24.595,0.26,0.56,9.475,132.555,3.067,1.245,4.832,-22.472,6.7825
Bizeux,2013,4,7.7815,34.362,7.17,8.08,0.52,11.455,0.115,0.15,1.665,366.6215,3.0965,5.24,5.5915,-20.943,6.039
Bizeux,2013,5,11.107,34.756,6.21,8.11,0.813,2.25,0.07,0.045,2.36,219.085,1.947,1.16,7.044,-21.952,5.525
Bizeux,2013,6,14.648,34.926,6.07,8.08,0.442,0.04,0.03,0,0.28,282.586,2.933,1.9,6.987,-25.182,6.732
Bizeux,2013,7,17.4415,34.926,5.65,8.065,0.226,0.06,0.015,0.045,1.97,153.76,1.128,0.82,6.674,-22.84,6.458
Bizeux,2013,8,18.8435,35.01,5.405,8.065,0.1425,0.03,0,0.075,2.8,153.084,0.83,0.68,6.678,-22.664,6.245
Bizeux,2013,9,17.778,35.059,5.35,8.05,0.169,0.835,0.06,0.165,3.43,191.408,1.262,0.91,6.157,-23.165,6.026
Bizeux,2013,10,16.644,35.021,5.54,8.02,0.4305,2.065,0.2,0.26,1.885,223.438,1.678,1.485,6.43,-26.034,5.9665
Bizeux,2013,11,NA,NA,5.96,8,0.8035,5.76,0.45,0.455,4.38,317.78,9.008,1,6.7195,-23.1425,7.181
Bizeux,2013,12,NA,NA,6.17,7.98,0.881,5.715,0.175,0.285,3.91,117.2815,6.267,0.82,6.96,-22.223,6.821
Bizeux,2014,1,9.546,33.417,6.19,8.015,0.89,26.155,0.38,0.605,12.605,212.313,4.6815,0.73,6.123,-22.9345,7.218
Bizeux,2014,2,8.799,33.5505,6.34,7.99,0.574,28.68,0.36,0.71,12.21,327.9235,8.76,0.975,6.229,-22.079,7.192
Bizeux,2014,3,9.443,34.244,6.535,8.025,0.4485,20.74,0.31,0.575,6.73,330.1375,10.955,3.87,5.4155,-21.0705,6.504
Bizeux,2014,4,11.2665,34.533,6.505,8.065,0.367,10.81,0.195,0.285,1.68,179.911,3.405,2,4.591,-21.638,6.3035
Bizeux,2014,5,13.528,34.6845,6.585,8.115,0.255,3.63,0.11,0.12,1.805,246.3005,1.595,2.67,5.6915,-21.181,6.145
Bizeux,2014,6,NA,NA,6.375,8.155,0.976,0.16,0.04,0.08,1.095,350.676,1.455,2.535,6.836,-22.1585,6.422
Bizeux,2014,7,NA,NA,5.63,8.08,0.162,0.075,0.04,0.23,3.17,203.978,1.1055,1.785,7.4415,-22.9485,6.0185
Bizeux,2014,8,NA,NA,5.295,8.08,0.051,0.06,0.04,0.23,2.92,154.659,0.902,1.9,7.116,-23.099,5.837
Bizeux,2014,9,NA,NA,5.43,NA,0.074,0.03,0.03,0.21,0.94,244.502,0.78,2.56,7.5,-24.063,5.94
Bizeux,2014,10,NA,NA,5.195,8.005,0.769,4.335,0.4,0.4,4.84,161.366,3.472,1.33,7.201,-23.048,6.541
Bizeux,2014,11,NA,NA,5.47,8.01,0.741,9.03,0.635,0.5,6.605,113.903,2.185,0.87,7.4775,-22.9195,6.8465
Bizeux,2014,12,NA,NA,6.16,8,NA,18.93,0.57,0.77,9.66,288.426,9.8,NA,7.37,-21.758,7.186
Bizeux,2015,1,9.4635,34.5625,6.39,8.05,0.288,18.18,0.395,0.605,8.37,240.5895,6.98,0.64,8.147,-22.081,6.053
Bizeux,2015,2,7.071,34.047,6.725,8.015,0.3375,23.19,0.345,0.665,9.795,295.5205,13.25,1.14,4.6215,-21.9605,7.7415
Bizeux,2015,3,NA,NA,6.69,8,0.1595,14.9,0.185,0.43,3.785,249.536,3.6835,2.575,4.3155,-22.146,6.308
Bizeux,2015,4,NA,NA,6.895,8.11,0.209,3.625,0.115,0.11,0.59,305.461,2.64,4.56,6.039,-20.7245,6.1235
Bizeux,2015,5,NA,NA,6.38,8.095,0.0945,0.9,0.055,0.09,1.105,312.4855,2.365,3.215,7.731,-21.6725,6.1515
Bizeux,2015,6,NA,NA,5.87,8.15,0.1115,0.075,0.01,0.07,2.315,253.427,2.6,1.12,8.03,-24.195,6.8
Bizeux,2015,7,NA,NA,5.6,8.055,0.0625,0.06,0.005,0.105,2.885,189.38,0.581,1.09,7.69,-28.175,6.12
Bizeux,2015,8,NA,NA,5.39,8.075,0.069,0.055,0.01,0.125,1.84,183.4115,1.418,1.295,7.43,-23.48,6.39
Bizeux,2015,9,NA,NA,5.415,8.12,0.215,0.12,0.01,0.11,2.17,226.972,0.8925,2.155,5.6885,-23.6725,6.0205
Bizeux,2015,10,NA,NA,5.585,8.085,0.1635,0.13,NA,NA,NA,158.5125,0.6405,1.765,3.3925,-25.4475,6.1475
Bizeux,2015,11,NA,NA,5.53,7.995,NA,3.65,NA,NA,NA,111.668,1.369,0.94,5.4025,-24.0635,6.385
Bizeux,2015,12,NA,NA,5.88,8.04,0.332,7.05,0.45,0.5,5.79,NA,8.533,0.61,5.745,-22.042,7.195
Bizeux,2016,1,NA,NA,6.34,8.035,1.239,12.35,0.36,0.63,7.77,704.561,1.8865,0.66,5.5375,-23.452,7.6115
Bizeux,2016,2,NA,NA,6.46,8.02,0.276,17.11,0.33,0.6,8.32,251.546,5.88,1.41,7.293,-22.043,7.007
Bizeux,2016,3,NA,NA,6.51,8.01,0.202,14.69,0.29,0.55,5.065,467.285,15.7,3.4,4.993,-21.2935,6.824
Bizeux,2016,4,NA,NA,6.54,8.09,0.4535,6.075,0.11,0.22,1.09,163.229,3.69,1.565,5.0855,-21.934,6.502
Bizeux,2016,5,NA,NA,6.38,8.115,0.11,1.43,0.035,0.08,0.885,201.63,2.9385,2.485,6.8365,-21.6315,6.243
Bizeux,2016,6,NA,NA,6.35,8.2,0.1355,0.02,0,0.055,0.79,306.841,1.3665,2.055,7.6575,-23.387,6.7005
Bizeux,2016,7,NA,NA,5.58,8.095,0.111,0.04,0.01,0.09,3.27,166.9565,1.078,1.13,6.204,-23.7405,6.219
Bizeux,2016,8,NA,NA,5.37,8.08,0.095,0.065,0.025,0.15,2.995,199.283,1.235,1.405,7.2835,-23.5415,6.4705
Bizeux,2016,9,NA,NA,5.255,8.03,1.3085,0.42,0.05,0.185,2.995,185.316,1.1945,1.98,6.924,-22.0635,6.2645
Bizeux,2016,10,NA,NA,5.32,8.055,0.28,NA,NA,NA,NA,NA,1.405,1.395,NA,NA,NA
Bizeux,2016,11,NA,NA,5.59,8.075,0.1595,NA,NA,NA,NA,NA,2.554,0.925,NA,NA,NA
Bizeux,2016,12,NA,NA,6.01,8.045,0.285,NA,NA,NA,NA,NA,1.755,NA,NA,NA,NA
Bouee 13,2005,1,10.76,34.4,NA,NA,NA,3.73,0.15,0.26,NA,370,NA,1.47,NA,NA,NA
Bouee 13,2005,2,8.385,33.84,NA,8,0.89,5.215,0.13,0.37,7.9,335,6.85,1.105,NA,NA,NA
Bouee 13,2005,3,7.9,33.95,NA,NA,0.68,3.93,0.135,0.24,8.195,307.5,5.4,0.745,NA,NA,NA
Bouee 13,2005,4,12.2,34.3,NA,NA,0.11,1.175,0.075,0.46,4.825,257.5,3.65,1.305,NA,NA,NA
Bouee 13,2005,5,15.3,34.1,NA,7.72,0.07,0.5,0.07,0.32,1.3,350,2.2,1.355,NA,NA,NA
Bouee 13,2005,6,17.8,34.6,NA,8.04,0.07,0.35,0.05,0.26,3.5,535,3.1,0.62,NA,NA,NA
Bouee 13,2005,7,19.015,34.755,NA,NA,NA,0.52,0.085,0.245,3.05,335,2.3,0.575,NA,NA,NA
Bouee 13,2005,8,19.82,34.87,NA,NA,0.325,0.25,0.05,0.18,3.45,240,1.75,0.43,NA,NA,NA
Bouee 13,2005,9,19.2,34.6,NA,8.1,NA,0.445,0.075,0.185,2.15,240,1.6,0.7,NA,NA,NA
Bouee 13,2005,10,17.415,35.08,NA,8.18,NA,0.2,0.07,0.17,2.7,425,4.2,1.02,NA,NA,NA
Bouee 13,2005,11,14.2,35,NA,8.215,NA,NA,0.24,0.32,4.5,317.5,14.46,1.19,NA,NA,NA
Bouee 13,2005,12,11.45,34.75,NA,8.13,NA,4.28,0.335,0.215,4.8,310,6.85,0.875,NA,NA,NA
Bouee 13,2006,1,10.125,34.395,6.46,8.095,1.62,4.975,0.275,0.2,5.1,187.5,2.7,1.14,NA,NA,NA
Bouee 13,2006,2,9.315,34.155,6.67,8.155,1.575,3.17,0.205,0.16,4.31,265,3.55,1.57,NA,NA,NA
Bouee 13,2006,3,10.66,34.18,6.48,8.225,1.25,4.365,0.21,0.185,4.685,342.5,5,1.15,NA,NA,NA
Bouee 13,2006,4,12.665,31.495,6.165,8.13,2.175,5.05,0.425,0.265,7.45,285,10.15,0.44,NA,NA,NA
Bouee 13,2006,5,14.95,34.905,5.945,8.24,0.105,1.665,0.165,0.22,1.08,372.5,5.15,2.235,NA,NA,NA
Bouee 13,2006,6,16.4,35.135,5.85,8.115,0.76,1.365,0.145,0.125,1.97,335,2.4,1.565,NA,NA,NA
Bouee 13,2006,7,22.25,34.5,5.555,8.175,0.12,0.5,0.09,0.115,1.72,237.5,0.68,0.77,NA,NA,NA
Bouee 13,2006,8,20.74,34.44,5.31,8.18,0.12,0.82,0.15,0.26,1.89,180,0.7,0.31,NA,NA,NA
Bouee 13,2006,9,21.44,34.61,5.06,8.23,0.34,0.6,0.12,0.23,1.65,175,0.35,0.99,NA,NA,NA
Bouee 13,2006,10,20.16,34.85,5.33,8.29,0.28,0.36,0.06,0.11,2.54,365,2.7,1.84,NA,NA,NA
Bouee 13,2006,11,15.745,34.92,5.81,8.245,0.21,2.61,0.26,0.305,3.555,335,3.8,1.925,NA,NA,NA
Bouee 13,2006,12,11.88,34.85,6.16,8.205,0.66,4.38,0.525,0.315,4.75,275,4.9,0.865,NA,NA,NA
Bouee 13,2007,1,11.44,35.11,6.4,8.155,0.34,3.865,0.335,0.15,3.9,270,2.2,1.4,NA,NA,NA
Bouee 13,2007,2,12.375,34.72,6.205,8.22,0.495,4.74,0.15,0.19,3.85,297.5,5.45,1.665,NA,NA,NA
Bouee 13,2007,3,11.925,32.23,6.26,8.19,0.48,10.35,0.16,0.15,11.45,460,6.15,3.35,NA,NA,NA
Bouee 13,2007,4,13.575,33.93,6.635,8.295,0.905,2.9,0.02,0.015,0.7,450,2.8,4.355,NA,NA,NA
Bouee 13,2007,5,16.95,33.725,5.755,8.25,0.47,1.8,0.08,0.29,1.6,405,2.6,2.165,NA,NA,NA
Bouee 13,2007,6,17.97,33.925,5.655,8.27,0.185,0.65,0.055,0.01,2.2,325,2.7,1.85,NA,NA,NA
Bouee 13,2007,7,19.28,34.085,5.31,8.285,0.135,3.45,0.105,0.085,2.05,450,3.1,2.035,NA,NA,NA
Bouee 13,2007,8,19.17,34.565,5.49,8.255,0.285,0.6,0.215,0.01,3.05,515,4.7,2.5,NA,NA,NA
Bouee 13,2007,9,17.62,35.07,5.4,8.2,0.205,1.2,0.09,0.055,2.15,370,4.05,2.63,NA,NA,NA
Bouee 13,2007,10,16.89,34.88,5.58,8.3,0.1,0.7,0.05,0.06,0.9,340,1.7,0.93,NA,NA,NA
Bouee 13,2007,11,NA,NA,6.13,8.28,0.07,0.4,0.13,0.1,0.1,600,2.9,3.19,NA,NA,NA
Bouee 13,2007,12,11.62,35.28,6.095,8.245,0.59,3.5,0.425,0.175,2.55,600,11.2,1.285,NA,NA,NA
Bouee 13,2008,1,11.015,34.295,6.37,8.26,0.57,6.25,0.38,0.195,5.1,335,4.65,1.48,3.9,-21.85,7.18
Bouee 13,2008,2,10.61,34.35,6.46,8.3,0.21,4.1,0.16,0.04,3.5,245,1,1.71,4.44,-21.01,6.56
Bouee 13,2008,3,12.14,34.83,6.18,8.25,0.48,2.5,0.19,0.22,2,325,3.2,1.78,5.43,-21.48,7.44
Bouee 13,2008,4,12.855,34.37,6.225,8.25,0.65,2.15,0.16,0.09,1.65,357.5,3.3,1.525,6.015,-19.59,7.29
Bouee 13,2008,5,15.91,34.6,5.98,8.255,0.29,0.6,0.05,0.12,0.65,405,1.5,1.38,6.28,-18.8,7.005
Bouee 13,2008,6,17.5,35.1,5.49,8.17,0.595,0.55,0.04,0.035,1.65,275,3.1,0.605,5.76,-21.255,6.75
Bouee 13,2008,7,18.625,34.94,5.375,8.24,0.635,0.25,0.015,0.03,2.05,485,2.35,1.36,6.005,-22.355,6.185
Bouee 13,2008,8,21.28,34.735,5.175,8.1,0.58,0.2,0.01,0.055,1.55,340,2.2,0.405,7.215,-22.05,6.21
Bouee 13,2008,9,19.63,35.095,5.245,8.245,0.31,0.2,0.125,0.05,3.55,445,3.3,1.735,11.09,-22.66,6.13
Bouee 13,2008,10,17.245,35.13,5.495,8.28,0.22,0.25,0.01,0.05,2.25,230,1.35,1.455,6.91,-22.3,6.99
Bouee 13,2008,11,14.27,34.745,6.125,8.275,0.465,0.95,0.15,0.085,2.6,210,1.9,2.18,5.66,-22.605,6.47
Bouee 13,2008,12,11.6,33.85,6.295,8.275,0.505,6.35,0.735,0.175,6.55,315,5.7,0.675,5.995,-21.455,8.435
Bouee 13,2009,1,10.6,34.75,6.245,9.115,0.465,2.9,0.215,0.07,2.95,335,8.85,2.145,5.03,-22.46,8.23
Bouee 13,2009,2,9.855,32.07,6.465,8.255,1.72,14.05,0.37,0.185,12.4,370,3.15,0.79,4.97,-22.88,6.885
Bouee 13,2009,3,11.76,33.03,6.56,8.295,0.35,7.1,0.24,0.325,6.2,450,10.55,2.115,2.675,-22.67,7.68
Bouee 13,2009,4,11.995,34.345,6.065,8.11,0.79,4.8,0.19,0.26,3.25,370,7.25,2.155,4.195,-22.51,7.43
Bouee 13,2009,5,13.8,34.42,5.855,8.365,0.71,1.85,0.07,0.16,3.2,390,4.85,0.585,4.98,-20.895,7.705
Bouee 13,2009,6,17.38,34.025,5.555,8.21,0.45,1.3,0.1,0.655,3.4,575,2.7,0.65,5.78,-20.935,7.175
Bouee 13,2009,7,19.75,34.82,5.43,8.22,0.145,0.2,0.01,0.19,2.3,290,2.4,0.61,5.55,-21.8,7.46
Bouee 13,2009,8,NA,NA,5.465,8.205,0.34,0.25,0.02,0.235,1.8,265,1.75,0.785,5.675,-22.28,6.93
Bouee 13,2009,9,NA,NA,5.59,8.215,0.175,0.2,0.015,0.125,2.4,305,2.95,0.915,5.27,-22.165,6.745
Bouee 13,2009,10,15.54,35.27,5.71,8.195,0.405,0.55,0.05,0.13,1.9,245,2.05,1.325,3.29,-23.17,6.975
Bouee 13,2009,11,14.425,34.49,6.465,8.175,0.59,4.5,0.315,0.37,4.75,420,7.15,1.38,3.64,-22.34,7.42
Bouee 13,2009,12,13.8,33.58,6.73,8.15,0.12,5.5,0.91,0.17,6.7,230,5.1,0.52,8.36,-21.8,5.88
Bouee 13,2010,1,10.0685,33.572,6.595,8.12,0.49,7.35,0.385,0.2,7.3,256.5,3.8,1.15,4.625,-22.17,7.91
Bouee 13,2010,2,9.189,33.6005,6.73,8.235,0.505,5.25,0.17,0.095,5.45,300,2.75,1.895,4.405,-21.7,7.44
Bouee 13,2010,3,10.176,34.175,6.64,8.2,0.365,3.55,0.095,0.105,3.4,315,2.65,2.875,5.04,-20.73,7.61
Bouee 13,2010,4,12.3405,34.437,6.18,8.22,0.225,0.75,0.01,0.07,1.7,435,2.65,2.11,5.135,-21.855,8
Bouee 13,2010,5,13.413,34.7705,5.97,8.225,0.395,0.4,0.015,0.01,0.85,470,5.95,3.245,5.23,-20.835,7.975
Bouee 13,2010,7,21.387,34.635,5.13,8.23,NA,0.6,0.01,0.01,3.1,600,2.91,1.04,5.24,-21.65,7.49
Bouee 13,2010,8,19.707,35.137,5.32,8.265,0.35,0.75,0.01,0.06,1.5,385,1.6,1.04,5.565,-22.13,7.355
Bouee 13,2010,9,19.015,35.081,5.36,8.24,0.08,0.2,0.01,0.07,2.2,280,1.8,1.12,5.13,-21.61,6.97
Bouee 13,2010,10,16.069,35.037,5.685,8.105,0.24,0.3,0.025,0.09,3.2,335,3.04,2.345,5.655,-21.515,7.265
Bouee 13,2010,11,14.128,34.41,5.83,8,0.68,3.8,0.29,0.37,4.2,290,3.65,2.14,4.24,-22.43,7.86
Bouee 13,2010,12,10.792,33.4935,5.855,8.175,0.625,9.6,0.725,0.255,8.4,277.5,3.05,1.315,2.54,-22.765,7.52
Bouee 13,2011,1,10.3215,34.0685,6.19,8.15,0.66,5.435,0.31,0.125,4.35,282.5,3.35,2.675,4.495,-20.449,6.801
